     distance         timeN            Tn         E(H2)       E(13CO)         E(OH)        E(NH3)       E(r,CO)       E(v,CO)         E(CO)    E(r,o-H2O)    E(r,p-H2O)      E(v,H2O)        E(H2O)         E(C+)        E(Si+)          E(C)         E(Si)          E(O)         E(S+)         E(N+)        E(Fe+) 
  1.000000000E+005   7.041953494E-010   1.000000000E+001   2.569603478E-032   1.957968615E-024   5.317591567E-031   1.146245195E-030   1.970545173E-022   4.097294113E-166   1.970545173E-022   3.184331435E-026   7.771834586E-027   1.054794582E-132   3.961514893E-026   1.688804053E-029   1.058115208E-051   1.219421070E-025   2.265298273E-038   1.737793832E-031   0.000000000E+000   2.981948136E-035   8.689831262E-049 
  1.700992612E+005   1.197831087E-009   1.000000000E+001   2.920969338E-032   1.957968615E-024   5.317591567E-031   1.146245195E-030   1.970545173E-022   4.097294113E-166   1.970545173E-022   3.184331435E-026   7.771834586E-027   1.054794582E-132   3.961514893E-026   1.688804066E-029   1.058115250E-051   1.219421070E-025   2.265298273E-038   1.737793832E-031   0.000000000E+000   2.981948136E-035   8.689831721E-049 
  3.200418002E+005   2.253719473E-009   1.000000000E+001   3.672541332E-032   1.957968615E-024   5.317591567E-031   1.146245195E-030   1.970545173E-022   4.097294112E-166   1.970545173E-022   3.184331435E-026   7.771834586E-027   1.054794582E-132   3.961514893E-026   1.688804095E-029   1.058115340E-051   1.219421070E-025   2.265298273E-038   1.737793832E-031   0.000000000E+000   2.981948136E-035   8.689832705E-049 
  4.699843393E+005   3.309607860E-009   1.000000000E+001   4.424106635E-032   1.957968615E-024   5.317591567E-031   1.146245195E-030   1.970545173E-022   4.097294111E-166   1.970545173E-022   3.184331435E-026   7.771834586E-027   1.054794582E-132   3.961514893E-026   1.688804124E-029   1.058115430E-051   1.219421070E-025   2.265298273E-038   1.737793832E-031   0.000000000E+000   2.981948135E-035   8.689833688E-049 
  7.289894453E+005   5.133509771E-009   1.000000000E+001   5.722329646E-032   1.957968615E-024   5.317591567E-031   1.146245195E-030   1.970545173E-022   4.097294110E-166   1.970545173E-022   3.184331435E-026   7.771834586E-027   1.054794582E-132   3.961514893E-026   1.688804174E-029   1.058115585E-051   1.219421070E-025   2.265298273E-038   1.737793832E-031   0.000000000E+000   2.981948135E-035   8.689835387E-049 
  9.355875458E+005   6.588363987E-009   1.000000000E+001   6.757880202E-032   1.957968615E-024   5.317591567E-031   1.146245195E-030   1.970545173E-022   4.097294109E-166   1.970545173E-022   3.184331435E-026   7.771834586E-027   1.054794581E-132   3.961514893E-026   1.688804214E-029   1.058115708E-051   1.219421070E-025   2.265298273E-038   1.737793832E-031   0.000000000E+000   2.981948134E-035   8.689836741E-049 
  1.271467779E+006   8.953616966E-009   1.000000000E+001   8.441425117E-032   1.957968615E-024   5.317591566E-031   1.146245195E-030   1.970545173E-022   4.097294108E-166   1.970545173E-022   3.184331435E-026   7.771834586E-027   1.054794581E-132   3.961514893E-026   1.688804279E-029   1.058115909E-051   1.219421070E-025   2.265298273E-038   1.737793832E-031   0.000000000E+000   2.981948134E-035   8.689838944E-049 
  1.796782631E+006   1.265285973E-008   1.000000000E+001   1.107446549E-031   1.957968615E-024   5.317591566E-031   1.146245195E-030   1.970545173E-022   4.097294105E-166   1.970545173E-022   3.184331435E-026   7.771834586E-027   1.054794581E-132   3.961514893E-026   1.688804381E-029   1.058116224E-051   1.219421070E-025   2.265298273E-038   1.737793832E-031   0.000000000E+000   2.981948133E-035   8.689842389E-049 
  2.597417889E+006   1.829089598E-008   1.000000000E+001   1.508740158E-031   1.957968615E-024   5.317591566E-031   1.146245196E-030   1.970545173E-022   4.097294102E-166   1.970545173E-022   3.184331435E-026   7.771834586E-027   1.054794580E-132   3.961514893E-026   1.688804536E-029   1.058116703E-051   1.219421070E-025   2.265298273E-038   1.737793832E-031   0.000000000E+000   2.981948131E-035   8.689847640E-049 
  3.943917026E+006   2.777288028E-008   1.000000000E+001   2.183664726E-031   1.957968615E-024   5.317591566E-031   1.146245196E-030   1.970545173E-022   4.097294096E-166   1.970545173E-022   3.184331435E-026   7.771834586E-027   1.054794579E-132   3.961514893E-026   1.688804797E-029   1.058117509E-051   1.219421070E-025   2.265298273E-038   1.737793831E-031   0.000000000E+000   2.981948129E-035   8.689856470E-049 
